"otableauposte_id","TableauName","tableauLongName","ostableauposte_id","StableauName","StbleauLongName","ostblarea_id","AreaShortName","AreaLongName","oreference_id","RefCode","Description","fullDescription","ocompte_id","CompteNumber","Taux","Exception"
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e701","BD","Matières premières et autres approvisionnements","BD-Matières premières et autres approvisionnements","5aee0efd23b8a2227003e668","398",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e703","BF","Produits fabriqués","BF-Produits fabriqués","5aee0efd23b8a2227003e668","398",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e702","BE","En-cours","BE-En-cours","5aee0efd23b8a2227003e669","394",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e702","BE","En-cours","BE-En-cours","5aee0efd23b8a2227003e66a","395",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e703","BF","Produits fabriqués","BF-Produits fabriqués","5aee0efd23b8a2227003e66b","396",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e703","BF","Produits fabriqués","BF-Produits fabriqués","5aee0efd23b8a2227003e66c","397",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e704","BH","Fournisseurs avances versées","BH-Fournisseurs avances versées","5aee0efd23b8a2227003e66d","490",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e705","BI","Clients","BI-Clients","5aee0efd23b8a2227003e66e","491",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e706","BJ","Autres créances","BJ-Autres créances","5aee0efd23b8a2227003e66f","492",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e706","BJ","Autres créances","BJ-Autres créances","5aee0efd23b8a2227003e670","493",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e706","BJ","Autres créances","BJ-Autres créances","5aee0efd23b8a2227003e671","495",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e706","BJ","Autres créances","BJ-Autres créances","5aee0efd23b8a2227003e672","496",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e706","BJ","Autres créances","BJ-Autres créances","5aee0efd23b8a2227003e673","497",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e707","BQ","Titres de placement","BQ-Titres de placement","5aee0efd23b8a2227003e674","590",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e708","BR","Valeurs à encaisser","BR-Valeurs à encaisser","5aee0efd23b8a2227003e675","591",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e709","BS","Banques","BS-Banques","5aee0efd23b8a2227003e676","592",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e709","BS","Banques","BS-Banques","5aee0efd23b8a2227003e677","593",1,false
"5aee0eff23b8a2227003e7aa","tblActif","Bilan Actif","5aee0eff23b8a2227003e7a4","tblProvision","Provisions","5aee0efe23b8a2227003e792","Provis","Provis","5aee0efe23b8a2227003e709","BS","Banques","BS-Banques","5aee0efd23b8a2227003e678","594",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77b","ChrgeFinanc","ChrgeFinanc","5aee0efe23b8a2227003e730","SA","Frais financiers","SA-Frais financiers","5aee0efd23b8a2227003e679","67",1,true
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77b","ChrgeFinanc","ChrgeFinanc","5aee0efe23b8a2227003e731","SC","Pertes de change","SC-Pertes de change","5aee0efd23b8a2227003e67a","676",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77b","ChrgeFinanc","ChrgeFinanc","5aee0efe23b8a2227003e732","SD","Dotations aux amortissements et aux provisions","SD-Dotations aux amortissements et aux provisions","5aee0efd23b8a2227003e67b","687",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77b","ChrgeFinanc","ChrgeFinanc","5aee0efe23b8a2227003e732","SD","Dotations aux amortissements et aux provisions","SD-Dotations aux amortissements et aux provisions","5aee0efd23b8a2227003e67c","697",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77c","ChrgePerso","ChrgePerso","5aee0efe23b8a2227003e72e","RP","Charges de personnel (1)","RP-Charges de personnel (1)","5aee0efd23b8a2227003e67d","66",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77d","ChrgesHAO","ChrgesHAO","5aee0efe23b8a2227003e733","SK","Valeurs comptables des cessions d'immobilisations","SK-Valeurs comptables des cessions d'immobilisations","5aee0efd23b8a2227003e67e","81",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77d","ChrgesHAO","ChrgesHAO","5aee0efe23b8a2227003e734","SL","Charges hao","SL-Charges hao","5aee0efd23b8a2227003e67f","83",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77d","ChrgesHAO","ChrgesHAO","5aee0efe23b8a2227003e735","SM","Dotations hao","SM-Dotations hao","5aee0efd23b8a2227003e680","85",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77e","ChrgesMBrutMarch","ChrgesMBrutMarch","5aee0efe23b8a2227003e724","RA","Achat de marchandises ","RA-Achat de marchandises ","5aee0efd23b8a2227003e681","601",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77e","ChrgesMBrutMarch","ChrgesMBrutMarch","5aee0efe23b8a2227003e725","RB","Variation de stocks","RB-Variation de stocks","5aee0efd23b8a2227003e682","6031",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77f","ChrgesMBrutMatier","ChrgesMBrutMatier","5aee0efe23b8a2227003e726","RC","Achat de matières premières et fournitures liées","RC-Achat de matières premières et fournitures liées","5aee0efd23b8a2227003e683","602",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e77f","ChrgesMBrutMatier","ChrgesMBrutMatier","5aee0efe23b8a2227003e727","RD","Variation de stocks","RD-Variation de stocks","5aee0efd23b8a2227003e684","6032",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e728","RE","Autres achats","RE-Autres achats","5aee0efd23b8a2227003e685","604",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e728","RE","Autres achats","RE-Autres achats","5aee0efd23b8a2227003e686","605",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e728","RE","Autres achats","RE-Autres achats","5aee0efd23b8a2227003e687","608",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e729","RH","Variation de stocks","RH-Variation de stocks","5aee0efd23b8a2227003e688","6033",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e72a","RI","Transports","RI-Transports","5aee0efd23b8a2227003e689","61",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e72b","RJ","Services extérieurs","RJ-Services extérieurs","5aee0efd23b8a2227003e68a","62",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e72b","RJ","Services extérieurs","RJ-Services extérieurs","5aee0efd23b8a2227003e68b","63",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e72c","RK","Impôts et taxes","RK-Impôts et taxes","5aee0efd23b8a2227003e68c","64",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e780","ChrgesValAjout","ChrgesValAjout","5aee0efe23b8a2227003e72d","RL","Autres charges","RL-Autres charges","5aee0efd23b8a2227003e68d","65",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e783","DotatAmortProv","DotatAmortProv","5aee0efe23b8a2227003e72f","RS","Dotations aux amortissements et aux provisions","RS-Dotations aux amortissements et aux provisions","5aee0efd23b8a2227003e68e","681",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e783","DotatAmortProv","DotatAmortProv","5aee0efe23b8a2227003e72f","RS","Dotations aux amortissements et aux provisions","RS-Dotations aux amortissements et aux provisions","5aee0efd23b8a2227003e68f","691",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e789","ParticImpot","ParticImpot","5aee0efe23b8a2227003e736","SQ","Participation des travailleurs","SQ-Participation des travailleurs","5aee0efd23b8a2227003e690","87",1,false
"5aee0eff23b8a2227003e7ab","tblCharges","Résultat Charges","5aee0eff23b8a2227003e7a5","tblResultChrges","Résultat Charges","5aee0efe23b8a2227003e789","ParticImpot","ParticImpot","5aee0efe23b8a2227003e737","SR","Impôts sur le résultat","SR-Impôts sur le résultat","5aee0efd23b8a2227003e691","89",1,false
"5aee0eff23b8a2227003e7ac","tblChifAffair","Chiffre d'Affair","5aee0eff23b8a2227003e7a6","tblChifAffair","Chiffre d'Affair","5aee0efe23b8a2227003e78c","ProdMBrutMarch","ProdMBrutMarch","5aee0efe23b8a2227003e738","TA","Ventes de marchandises","TA-Ventes de marchandises","5aee0efd23b8a2227003e692","701",1,false
"5aee0eff23b8a2227003e7ae","tblProduidts","Résultat Produits","5aee0eff23b8a2227003e7a8","tblResultPrdts","Résultat Produits","5aee0efe23b8a2227003e78c","ProdMBrutMarch","ProdMBrutMarch","5aee0efe23b8a2227003e738","TA","Ventes de marchandises","TA-Ventes de marchandises","5aee0efd23b8a2227003e692","701",1,false
"5aee0eff23b8a2227003e7ac","tblChifAffair","Chiffre d'Affair","5aee0eff23b8a2227003e7a6","tblChifAffair","Chiffre d'Affair","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e739","TC","Ventes de produits fabriqués","TC-Ventes de produits fabriqués","5aee0efd23b8a2227003e693","702",1,false
"5aee0eff23b8a2227003e7ae","tblProduidts","Résultat Produits","5aee0eff23b8a2227003e7a8","tblResultPrdts","Résultat Produits","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e739","TC","Ventes de produits fabriqués","TC-Ventes de produits fabriqués","5aee0efd23b8a2227003e693","702",1,false
"5aee0eff23b8a2227003e7ac","tblChifAffair","Chiffre d'Affair","5aee0eff23b8a2227003e7a6","tblChifAffair","Chiffre d'Affair","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e739","TC","Ventes de produits fabriqués","TC-Ventes de produits fabriqués","5aee0efd23b8a2227003e694","703",1,false
"5aee0eff23b8a2227003e7ae","tblProduidts","Résultat Produits","5aee0eff23b8a2227003e7a8","tblResultPrdts","Résultat Produits","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e739","TC","Ventes de produits fabriqués","TC-Ventes de produits fabriqués","5aee0efd23b8a2227003e694","703",1,false
"5aee0eff23b8a2227003e7ac","tblChifAffair","Chiffre d'Affair","5aee0eff23b8a2227003e7a6","tblChifAffair","Chiffre d'Affair","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e739","TC","Ventes de produits fabriqués","TC-Ventes de produits fabriqués","5aee0efd23b8a2227003e695","704",1,false
"5aee0eff23b8a2227003e7ae","tblProduidts","Résultat Produits","5aee0eff23b8a2227003e7a8","tblResultPrdts","Résultat Produits","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e739","TC","Ventes de produits fabriqués","TC-Ventes de produits fabriqués","5aee0efd23b8a2227003e695","704",1,false
"5aee0eff23b8a2227003e7ac","tblChifAffair","Chiffre d'Affair","5aee0eff23b8a2227003e7a6","tblChifAffair","Chiffre d'Affair","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e73a","TD","Travaux, services vendus","TD-Travaux, services vendus","5aee0efd23b8a2227003e696","705",1,false
"5aee0eff23b8a2227003e7ae","tblProduidts","Résultat Produits","5aee0eff23b8a2227003e7a8","tblResultPrdts","Résultat Produits","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e73a","TD","Travaux, services vendus","TD-Travaux, services vendus","5aee0efd23b8a2227003e696","705",1,false
"5aee0eff23b8a2227003e7ac","tblChifAffair","Chiffre d'Affair","5aee0eff23b8a2227003e7a6","tblChifAffair","Chiffre d'Affair","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e73a","TD","Travaux, services vendus","TD-Travaux, services vendus","5aee0efd23b8a2227003e697","706",1,false
"5aee0eff23b8a2227003e7ae","tblProduidts","Résultat Produits","5aee0eff23b8a2227003e7a8","tblResultPrdts","Résultat Produits","5aee0efe23b8a2227003e78d","ProdMBrutMatier","ProdMBrutMatier","5aee0efe23b8a2227003e73a","TD","Travaux, services vendus","TD-Travaux, services vendus","5aee0efd23b8a2227003e697","706",1,false
"5aee0eff23b8a2227003e7ac","tblChifAffair","Chiffre d'Affair","5aee0eff23b8a2227003e7a6","tblChifAffair","Chiffre d'Affair","5aee0efe23b8a2227003e790","ProdValAjout","ProdValAjout","5aee0efe23b8a2227003e73d","TH","Produits accessoires","TH-Produits accessoires","5aee0efd23b8a2227003e698","707",1,false
"5aee0eff23b8a2227003e7ae","tblProduidts","Résultat Produits","5aee0eff23b8a2227003e7a8","tblResultPrdts","Résultat Produits","5aee0efe23b8a2227003e790","ProdValAjout","ProdValAjout","5aee0efe23b8a2227003e73d","TH","Produits accessoires","TH-Produits accessoires","5aee0efd23b8a2227003e698","707",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e777","AutrCapiPro","AutrCapiPro","5aee0efe23b8a2227003e713","CL","Subventions d'investissement","CL-Subventions d'investissement","5aee0efd23b8a2227003e699","14",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e777","AutrCapiPro","AutrCapiPro","5aee0efe23b8a2227003e714","CM","Provisions réglementées et fonds assimilés","CM-Provisions réglementées et fonds assimilés","5aee0efd23b8a2227003e69a","15",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e779","Capital","Capital","5aee0efe23b8a2227003e70b","CA","Capital","CA-Capital","5aee0efd23b8a2227003e69b","101",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e779","Capital","Capital","5aee0efe23b8a2227003e70b","CA","Capital","CA-Capital","5aee0efd23b8a2227003e69c","102",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e779","Capital","Capital","5aee0efe23b8a2227003e70b","CA","Capital","CA-Capital","5aee0efd23b8a2227003e69d","103",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e779","Capital","Capital","5aee0efe23b8a2227003e70b","CA","Capital","CA-Capital","5aee0efd23b8a2227003e69e","104",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e779","Capital","Capital","5aee0efe23b8a2227003e70c","CB","Actionnaires, capital non appelé","CB-Actionnaires, capital non appelé","5aee0efd23b8a2227003e69f","109",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e715","DA","Emprunts","DA-Emprunts","5aee0efd23b8a2227003e6a0","161",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e715","DA","Emprunts","DA-Emprunts","5aee0efd23b8a2227003e6a1","162",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e715","DA","Emprunts","DA-Emprunts","5aee0efd23b8a2227003e6a2","1661",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e715","DA","Emprunts","DA-Emprunts","5aee0efd23b8a2227003e6a3","1662",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e716","DB","Dettes de crédit-bail et contrats assimilés","DB-Dettes de crédit-bail et contrats assimilés","5aee0efd23b8a2227003e6a4","17",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e717","DC","Dettes financières diverses","DC-Dettes financières diverses","5aee0efd23b8a2227003e6a5","163",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e717","DC","Dettes financières diverses","DC-Dettes financières diverses","5aee0efd23b8a2227003e6a6","164",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e717","DC","Dettes financières diverses","DC-Dettes financières diverses","5aee0efd23b8a2227003e6a7","165",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e717","DC","Dettes financières diverses","DC-Dettes financières diverses","5aee0efd23b8a2227003e6a8","166",1,true
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e717","DC","Dettes financières diverses","DC-Dettes financières diverses","5aee0efd23b8a2227003e6a9","167",1,false
"5aee0eff23b8a2227003e7ad","tblPassif","Bilan Passif","5aee0eff23b8a2227003e7a7","tblBilanPassif","Bilan Passif","5aee0efe23b8a2227003e782","DetteFin","DetteFin","5aee0efe23b8a2227003e717","DC","Dettes financières diverses","DC-Dettes financières diverses","5aee0efd23b8a2227003e6aa","168",1,false
